Mês-ano;Mês-ano nota;VOLUME;UF;Categoria agrupada;Cód Rep.;CANAL VENDA;Cliente
01/10/2023;01/11/2023;70;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000302.0
01/10/2023;01/11/2023;75;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000302.0
01/10/2023;01/11/2023;420;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000302.0
01/11/2023;01/12/2023;70;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000302.0
01/11/2023;01/12/2023;150;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000302.0
01/11/2023;01/12/2023;336;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000302.0
01/12/2023;01/01/2024;70;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000302.0
01/12/2023;01/01/2024;150;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000302.0
01/12/2023;01/01/2024;420;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000302.0
01/10/2023;01/11/2023;70;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000485.0
01/10/2023;01/11/2023;75;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000485.0
01/10/2023;01/11/2023;420;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000485.0
01/11/2023;01/12/2023;70;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000485.0
01/11/2023;01/12/2023;75;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000485.0
01/11/2023;01/12/2023;420;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000485.0
01/12/2023;01/12/2023;70;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000485.0
01/12/2023;01/12/2023;150;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000485.0
01/12/2023;01/12/2023;420;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000485.0
01/10/2023;01/10/2023;150;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000566.0
01/10/2023;01/10/2023;1008;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000566.0
01/11/2023;01/11/2023;140;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000566.0
01/11/2023;01/11/2023;150;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000566.0
01/11/2023;01/11/2023;840;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000566.0
01/12/2023;01/01/2024;140;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000566.0
01/12/2023;01/01/2024;225;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000566.0
01/12/2023;01/01/2024;168;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000566.0
01/10/2023;01/11/2023;70;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000647.0
01/10/2023;01/11/2023;150;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000647.0
01/10/2023;01/11/2023;336;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000647.0
01/11/2023;01/11/2023;70;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000647.0
01/11/2023;01/11/2023;150;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000647.0
01/11/2023;01/11/2023;336;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000647.0
01/11/2023;01/12/2023;70;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000647.0
01/11/2023;01/12/2023;75;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000647.0
01/11/2023;01/12/2023;420;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000647.0
01/12/2023;01/01/2024;140;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000647.0
01/12/2023;01/01/2024;225;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000647.0
01/12/2023;01/01/2024;168;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000647.0
01/10/2023;01/11/2023;70;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000809.0
01/10/2023;01/11/2023;75;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000809.0
01/10/2023;01/11/2023;420;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000809.0
01/11/2023;01/12/2023;70;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000809.0
01/11/2023;01/12/2023;150;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000809.0
01/11/2023;01/12/2023;336;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000809.0
01/12/2023;01/01/2024;140;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000809.0
01/12/2023;01/01/2024;75;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000809.0
01/12/2023;01/01/2024;420;SP;AGUA SANITARIA;736.0;CASH & CARRY REGIONAL;12539517000809.0
01/12/2023;01/12/2023;25;SP;AGUA SANITARIA;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;80;SP;AGUA SANITARIA;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;50;SP;AGUA SANITARIA;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;5;SP;ALVEJANTE;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;10;SP;ALVEJANTE;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;30;SP;TIRA MANCHAS;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;3;SP;AMACIANTE;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;10;SP;AMACIANTE;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;5;SP;AMACIANTE;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;35;SP;AMACIANTE;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;5;SP;MULTIUSO;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;3;SP;CLORO GEL;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;5;SP;PINHO;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;2;SP;PINHO;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;15;SP;PINHO;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;2;SP;PINHO;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;5;SP;DESINFETANTE;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;10;SP;LAVA ROUPAS;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/12/2023;01/12/2023;3;SP;CLORO GEL;717.0;KEY ACCOUNT REGIONAL;53533386000163.0
01/11/2023;01/12/2023;10;SP;AGUA SANITARIA;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;15;SP;AGUA SANITARIA;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;4;SP;AGUA SANITARIA;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;AMACIANTE;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;AMACIANTE;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;PINHO;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;PINHO;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;DESINFETANTE;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;DESINFETANTE;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;PINHO;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;DESINFETANTE;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;AMACIANTE;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;MULTIUSO;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;MULTIUSO;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;MULTIUSO;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;DESENGORDURANTE;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;PINHO;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;PINHO;721.0;VAREJO;55198162000178.0
01/11/2023;01/12/2023;1;SP;DESINFETANTE;721.0;VAREJO;55198162000178.0
01/10/2023;01/11/2023;20;SP;AMACIANTE;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;3;SP;PINHO;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;10;SP;AMACIANTE;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;15;SP;AMACIANTE;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;20;SP;PINHO;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;5;SP;DESINFETANTE;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;25;SP;DESINFETANTE;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;5;SP;DESINFETANTE;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;10;SP;PINHO;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;20;SP;TIRA MANCHAS;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;20;SP;TIRA MANCHAS;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;70;SP;ALVEJANTE;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;70;SP;AMACIANTE;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;630;SP;AGUA SANITARIA;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;825;SP;AGUA SANITARIA;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/11/2023;84;SP;AGUA SANITARIA;700.0;ATACADO DISTRIBUIDOR;1456072000100.0
01/10/2023;01/10/2023;25;RO;AGUA SANITARIA;728.0;KEY ACCOUNT REGIONAL;84308980001156.0
01/10/2023;01/10/2023;5;RO;ALVEJANTE;728.0;KEY ACCOUNT REGIONAL;84308980001156.0
01/10/2023;01/10/2023;5;RO;AMACIANTE;728.0;KEY ACCOUNT REGIONAL;84308980001156.0
01/10/2023;01/10/2023;10;RO;AMACIANTE CONCENTRADO;728.0;KEY ACCOUNT REGIONAL;84308980001156.0
01/10/2023;01/10/2023;15;RO;AMACIANTE CONCENTRADO;728.0;KEY ACCOUNT REGIONAL;84308980001156.0
01/10/2023;01/10/2023;5;RO;DESINFETANTE;728.0;KEY ACCOUNT REGIONAL;84308980001156.0
01/10/2023;01/10/2023;5;RO;PINHO;728.0;KEY ACCOUNT REGIONAL;84308980001156.0
01/10/2023;01/10/2023;5;RO;MULTIUSO;728.0;KEY ACCOUNT REGIONAL;84308980001156.0
01/10/2023;01/10/2023;10;RO;LAVA ROUPAS;728.0;KEY ACCOUNT REGIONAL;84308980001156.0
01/10/2023;01/10/2023;5;RO;DESENGORDURANTE;728.0;KEY ACCOUNT REGIONAL;84308980001156.0
01/10/2023;01/10/2023;5;RO;MULTIUSO;728.0;KEY ACCOUNT REGIONAL;84308980001156.0
01/10/2023;01/10/2023;10;RO;MULTIUSO;728.0;KEY ACCOUNT REGIONAL;84308980001156.0
01/10/2023;01/10/2023;250;AC;AGUA SANITARIA;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;150;AC;AGUA SANITARIA;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;75;AC;AGUA SANITARIA;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;15;AC;ALVEJANTE;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;75;AC;AMACIANTE;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;50;AC;AMACIANTE;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;150;AC;AMACIANTE;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;50;AC;AMACIANTE;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;100;AC;AMACIANTE CONCENTRADO;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;75;AC;AMACIANTE CONCENTRADO;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;25;AC;DESINFETANTE;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;100;AC;PINHO;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;25;AC;PINHO;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;40;AC;PINHO;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;85;AC;PINHO;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;50;AC;DESINFETANTE;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;25;AC;PINHO;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;35;AC;DESINFETANTE;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;150;AC;MULTIUSO;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;100;AC;LAVA LOU€AS;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;25;AC;LAVA ROUPAS;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;75;AC;LAVA ROUPAS;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;80;AC;DESENGORDURANTE;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;250;AC;MULTIUSO;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;125;AC;MULTIUSO;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;150;AC;MULTIUSO;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;150;AC;TIRA MANCHAS;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;50;AC;TIRA MANCHAS;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;10;AC;CLORO GEL;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;10;AC;CLORO GEL;728.0;KEY ACCOUNT REGIONAL;84308980000850.0
01/10/2023;01/10/2023;1500;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/10/2023;01/10/2023;100;DF;AMACIANTE;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/10/2023;01/10/2023;1260;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/10/2023;01/10/2023;100;DF;AMACIANTE;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/10/2023;01/10/2023;300;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/10/2023;01/10/2023;1800;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/10/2023;01/11/2023;1900;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/11/2023;01/11/2023;200;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/11/2023;01/11/2023;1500;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/11/2023;01/11/2023;200;DF;AMACIANTE;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/11/2023;01/11/2023;200;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/11/2023;01/11/2023;1800;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/11/2023;01/11/2023;200;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/11/2023;01/11/2023;1650;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/11/2023;01/11/2023;150;DF;AMACIANTE;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/11/2023;01/12/2023;2000;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/12/2023;01/12/2023;300;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/12/2023;01/12/2023;1600;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/12/2023;01/12/2023;100;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/12/2023;01/12/2023;200;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/12/2023;01/12/2023;1700;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/12/2023;01/12/2023;150;DF;AGUA SANITARIA;734.0;ATACADO DISTRIBUIDOR;23739730000104.0
01/10/2023;01/10/2023;150;PR;AGUA SANITARIA;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;225;PR;AGUA SANITARIA;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;135;PR;AGUA SANITARIA;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;24;PR;ALVEJANTE;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;4;PR;ALVEJANTE;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;9;PR;AMACIANTE;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;2;PR;AMACIANTE;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;1;PR;AMACIANTE;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;6;PR;AMACIANTE;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;5;PR;AMACIANTE;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;50;PR;AMACIANTE;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;1;PR;AMACIANTE CONCENTRADO;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;17;PR;TIRA MANCHAS;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;6;PR;TIRA MANCHAS;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;40;PR;PINHO;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;40;PR;PINHO;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;70;PR;PINHO;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;40;PR;DESINFETANTE;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;50;PR;PINHO;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;2;PR;LAVA ROUPAS;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;1;PR;LAVA ROUPAS;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;1;PR;DESINFETANTE;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;11;PR;PINHO;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;40;PR;DESINFETANTE;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;24;PR;MULTIUSO;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;10;PR;MULTIUSO;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;12;PR;MULTIUSO;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;5;PR;DESENGORDURANTE;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;2;PR;CLORO GEL;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;2;PR;CLORO GEL;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;1;PR;PEDRA SANITARIA;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;7;PR;ALVEJANTE;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;1;PR;BLOCO PARA;701.0;VAREJO;95563037000134.0
01/10/2023;01/10/2023;1;PR;MULTIUSO;701.0;VAREJO;95563037000134.0
01/11/2023;01/11/2023;215;PR;AGUA SANITARIA;701.0;VAREJO;95563037000134.0
01/11/2023;01/11/2023;80;PR;AGUA SANITARIA;701.0;VAREJO;95563037000134.0
